# H_star t_star theta0 t_p x_tp_over_tosc Ea3_PT Ea3_noPT f_anh_PT f_anh_noPT xi_DM nsteps_PT nsteps_noPT
1 0.5 0.2618 3.2183731270e+00 2.1455820847e+00 2.0936519832e-01 2.5490998574e-02 1.0641982742e+00 4.0721391266e-01 8.2132992047e+00 3260 3275
1 0.5 0.2618 3.4526418615e+00 2.3017612410e+00 2.3091087491e-01 2.5490998574e-02 1.0563059751e+00 4.0721391266e-01 9.0585260609e+00 3260 3275
1 0.5 0.2618 3.7039632614e+00 2.4693088409e+00 2.5489829362e-01 2.5490998574e-02 1.0493963999e+00 4.0721391266e-01 9.9995413232e+00 3260 3275
1 0.5 0.2618 3.9735786079e+00 2.6490524053e+00 2.8159869546e-01 2.5490998574e-02 1.0433513264e+00 4.0721391266e-01 1.1046985650e+01 3260 3275
1 0.5 0.2618 4.2628195366e+00 2.8418796910e+00 3.1131340466e-01 2.5490998574e-02 1.0380661924e+00 4.0721391266e-01 1.2212679850e+01 3260 3275
1 0.5 0.2618 4.5731146139e+00 3.0487430759e+00 3.4437717384e-01 2.5490998574e-02 1.0334485873e+00 4.0721391266e-01 1.3509756114e+01 3260 3275
1 0.5 0.2618 4.9059963933e+00 3.2706642622e+00 3.8116186674e-01 2.5490998574e-02 1.0294168097e+00 4.0721391266e-01 1.4952802481e+01 3260 3275
1 0.5 0.2618 5.2631089844e+00 3.5087393230e+00 4.2208050607e-01 2.5490998574e-02 1.0258985057e+00 4.0721391266e-01 1.6558021642e+01 3260 3275
1 0.5 0.2618 5.6462161733e+00 3.7641441155e+00 4.6759174811e-01 2.5490998574e-02 1.0228294713e+00 4.0721391266e-01 1.8343406467e+01 3260 3275
1 0.5 0.2618 6.0572101337e+00 4.0381400892e+00 5.1820490790e-01 2.5490998574e-02 1.0201527599e+00 4.0721391266e-01 2.0328937150e+01 3260 3275
1 0.5 0.2618 6.4981207730e+00 4.3320805153e+00 5.7448571691e-01 2.5490998574e-02 1.0178182054e+00 4.0721391266e-01 2.2536807071e+01 3260 3275
1 0.5 0.2618 6.9711257572e+00 4.6474171715e+00 6.3706295649e-01 2.5490998574e-02 1.0157822605e+00 4.0721391266e-01 2.4991683030e+01 3260 3275
1 0.5 0.2618 7.4785612673e+00 4.9857075115e+00 7.0663587811e-01 2.5490998574e-02 1.0140076878e+00 4.0721391266e-01 2.7720996337e+01 3260 3275
1 0.5 0.2618 8.0229335370e+00 5.3486223580e+00 7.8398199241e-01 2.5490998574e-02 1.0124624915e+00 4.0721391266e-01 3.0755248372e+01 3260 3275
1 0.5 0.2618 8.6069312317e+00 5.7379541545e+00 8.6996490879e-01 2.5490998574e-02 1.0111180958e+00 4.0721391266e-01 3.4128318130e+01 3260 3275
1 0.5 0.2618 9.2334387273e+00 6.1556258182e+00 9.6554300645e-01 2.5490998574e-02 1.0099481141e+00 4.0721391266e-01 3.7877802379e+01 3260 3275
1 0.5 0.2618 9.9055503565e+00 6.6037002377e+00 1.0717808725e+00 2.5490998574e-02 1.0089292997e+00 4.0721391266e-01 4.2045464376e+01 3260 3275
1 0.5 0.2618 1.0626585692e+01 7.0843904612e+00 1.1898634725e+00 2.5490998574e-02 1.0080432287e+00 4.0721391266e-01 4.6677789771e+01 3260 3275
1 0.5 0.2618 1.1400105941e+01 7.6000706271e+00 1.3211080635e+00 2.5490998574e-02 1.0072740832e+00 4.0721391266e-01 5.1826453940e+01 3260 3275
1 0.5 0.2618 1.2229931535e+01 8.1532876899e+00 1.4669724508e+00 2.5490998574e-02 1.0066038027e+00 4.0721391266e-01 5.7548645909e+01 3260 3275
1 0.5 0.2618 1.3120160999e+01 8.7467739992e+00 1.6290749648e+00 2.5490998574e-02 1.0060161911e+00 4.0721391266e-01 6.3907852021e+01 3260 3275
1 0.5 0.2618 1.4075191193e+01 9.3834607956e+00 1.8092301707e+00 2.5490998574e-02 1.0055068057e+00 4.0721391266e-01 7.0975256831e+01 3260 3275
1 0.5 0.2618 1.5099739031e+01 1.0066492688e+01 2.0094540213e+00 2.5490998574e-02 1.0050705753e+00 4.0721391266e-01 7.8829945224e+01 3260 3275
1 0.5 0.2618 1.6198864774e+01 1.0799243183e+01 2.2319517589e+00 2.5490998574e-02 1.0046865330e+00 4.0721391266e-01 8.7558427828e+01 3260 3275
1 0.5 0.2618 1.7377997026e+01 1.1585331350e+01 2.4791974236e+00 2.5490998574e-02 1.0043479129e+00 4.0721391266e-01 9.7257760082e+01 3260 3275
1 0.5 0.2618 1.8642959543e+01 1.2428639695e+01 2.7539695904e+00 2.5490998574e-02 1.0040596214e+00 4.0721391266e-01 1.0803694419e+02 3260 3275
1 0.5 0.2618 2.0000000000e+01 1.3333333333e+01 3.0593045632e+00 2.5490998574e-02 1.0038073432e+00 4.0721391266e-01 1.2001509295e+02 3260 3275
1 0.5 0.2618 2.2684969009e+01 1.5123312672e+01 3.6942121841e+00 2.5490998574e-02 1.0034302706e+00 4.0721391266e-01 1.4492222316e+02 3260 3275
1 0.5 0.2618 2.5730390946e+01 1.7153593964e+01 4.4612767807e+00 2.5490998574e-02 1.0031415934e+00 4.0721391266e-01 1.7501380998e+02 3260 3275
1 0.5 0.2618 2.9184656059e+01 1.9456437373e+01 5.3879454593e+00 2.5490998574e-02 1.0029146353e+00 4.0721391266e-01 2.1136659058e+02 3260 3275
1 0.5 0.2618 3.3102650911e+01 2.2068433941e+01 6.5074079371e+00 2.5490998574e-02 1.0027357961e+00 4.0721391266e-01 2.5528258213e+02 3260 3275
1 0.5 0.2618 3.7546630501e+01 2.5031087001e+01 7.8597866060e+00 2.5490998574e-02 1.0025982663e+00 4.0721391266e-01 3.0833576735e+02 3260 3275
1 0.5 0.2618 4.2587207465e+01 2.8391471643e+01 9.4934600535e+00 2.5490998574e-02 1.0024862616e+00 4.0721391266e-01 3.7242401571e+02 3260 3275
1 0.5 0.2618 4.8304474075e+01 3.2202982717e+01 1.1466930779e+01 2.5490998574e-02 1.0023947912e+00 4.0721391266e-01 4.4984235300e+02 3260 3275
1 0.5 0.2618 5.4789274868e+01 3.6526183245e+01 1.3850994379e+01 2.5490998574e-02 1.0023289438e+00 4.0721391266e-01 5.4336805749e+02 3260 3275
1 0.5 0.2618 6.2144650119e+01 4.1429766746e+01 1.6730873032e+01 2.5490998574e-02 1.0022720741e+00 4.0721391266e-01 6.5634435556e+02 3260 3275
1 0.5 0.2618 7.0487473100e+01 4.6991648733e+01 2.0209710231e+01 2.5490998574e-02 1.0022240524e+00 4.0721391266e-01 7.9281751839e+02 3260 3275
1 0.5 0.2618 7.9950307138e+01 5.3300204759e+01 2.4412066636e+01 2.5490998574e-02 1.0021829028e+00 4.0721391266e-01 9.5767400264e+02 3260 3275
1 0.5 0.2618 9.0683511982e+01 6.0455674655e+01 2.9488415528e+01 2.5490998574e-02 1.0021473638e+00 4.0721391266e-01 1.1568168050e+03 3260 3275
1 0.5 0.2618 1.0285763295e+02 6.8571755297e+01 3.5620521385e+01 2.5490998574e-02 1.0021163106e+00 4.0721391266e-01 1.3973764614e+03 3260 3275
1 0.5 0.2618 1.1666611078e+02 7.7777407188e+01 4.3027931836e+01 2.5490998574e-02 1.0020884092e+00 4.0721391266e-01 1.6879657229e+03 3260 3275
1 0.5 0.2618 1.3232835537e+02 8.8218903582e+01 5.1975821351e+01 2.5490998574e-02 1.0020620986e+00 4.0721391266e-01 2.0389872605e+03 3260 3275
1 0.5 0.2618 1.5009323203e+02 1.0006215469e+02 6.2784474418e+01 2.5490998574e-02 1.0020358186e+00 4.0721391266e-01 2.4630056855e+03 3260 3275
1 0.5 0.2618 1.7024301585e+02 1.1349534390e+02 7.5840751501e+01 2.5490998574e-02 1.0020082997e+00 4.0721391266e-01 2.9751973537e+03 3260 3275
1 0.5 0.2618 1.9309787692e+02 1.2873191795e+02 9.1611946041e+01 2.5490998574e-02 1.0019787423e+00 4.0721391266e-01 3.5938939690e+03 3260 3275
1 0.5 0.2618 2.1902096768e+02 1.4601397845e+02 1.1066252057e+02 2.5490998574e-02 1.0019468060e+00 4.0721391266e-01 4.3412391339e+03 3260 3275
1 0.5 0.2618 2.4842419320e+02 1.6561612880e+02 1.3367431075e+02 2.5490998574e-02 1.0019124395e+00 4.0721391266e-01 5.2439809432e+03 3260 3275
1 0.5 0.2618 2.8177475619e+02 1.8784983746e+02 1.6147091263e+02 2.5490998574e-02 1.0018756542e+00 4.0721391266e-01 6.3344286871e+03 3260 3275
1 0.5 0.2618 3.1960258057e+02 2.1306838705e+02 1.9504712515e+02 2.5490998574e-02 1.0018363492e+00 4.0721391266e-01 7.6516078638e+03 3260 3275
1 0.5 0.2618 3.6250873177e+02 2.4167248784e+02 2.3560450813e+02 2.5490998574e-02 1.0017942523e+00 4.0721391266e-01 9.2426551061e+03 3260 3275
1 0.5 0.2618 4.1117496727e+02 2.7411664485e+02 2.8459434134e+02 2.5490998574e-02 1.0017489784e+00 4.0721391266e-01 1.1164503442e+04 3260 3275
1 0.5 0.2618 4.6637456948e+02 3.1091637965e+02 3.4376953525e+02 2.5490998574e-02 1.0017001589e+00 4.0721391266e-01 1.3485918735e+04 3260 3275
1 0.5 0.2618 5.2898463275e+02 3.5265642184e+02 4.1524736052e+02 2.5490998574e-02 1.0016475758e+00 4.0721391266e-01 1.6289960525e+04 3260 3275
1 0.5 0.2618 6.0000000000e+02 4.0000000000e+02 5.0158524137e+02 2.5490998574e-02 1.0015912484e+00 4.0721391266e-01 1.9676955373e+04 3260 3275
1 0.5 0.7854 5.0100000000e-01 3.3400000000e-01 3.1247824595e-01 2.4019990449e-01 3.0085134460e+00 4.4640052771e-01 1.3009091182e+00 3939 3953
1 0.5 0.7854 5.0384893942e-01 3.3589929295e-01 3.1320511151e-01 2.4019990449e-01 2.9899716850e+00 4.4640052771e-01 1.3039352042e+00 3939 3953
1 0.5 0.7854 5.0671407935e-01 3.3780938623e-01 3.1393903984e-01 2.4019990449e-01 2.9715950472e+00 4.4640052771e-01 1.3069906939e+00 3939 3953
1 0.5 0.7854 5.0959551191e-01 3.3973034127e-01 3.1468009595e-01 2.4019990449e-01 2.9533821097e+00 4.4640052771e-01 1.3100758579e+00 3939 3953
1 0.5 0.7854 5.1249332976e-01 3.4166221984e-01 3.1542834620e-01 2.4019990449e-01 2.9353314687e+00 4.4640052771e-01 1.3131909726e+00 3939 3953
1 0.5 0.7854 5.1540762606e-01 3.4360508404e-01 3.1618385755e-01 2.4019990449e-01 2.9174417323e+00 4.4640052771e-01 1.3163363167e+00 3939 3953
1 0.5 0.7854 5.1833849453e-01 3.4555899635e-01 3.1694669754e-01 2.4019990449e-01 2.8997115202e+00 4.4640052771e-01 1.3195121714e+00 3939 3953
1 0.5 0.7854 5.2128602940e-01 3.4752401960e-01 3.1771693430e-01 2.4019990449e-01 2.8821394637e+00 4.4640052771e-01 1.3227188203e+00 3939 3953
1 0.5 0.7854 5.2425032544e-01 3.4950021696e-01 3.1849463658e-01 2.4019990449e-01 2.8647242057e+00 4.4640052771e-01 1.3259565496e+00 3939 3953
1 0.5 0.7854 5.2723147797e-01 3.5148765198e-01 3.1927987373e-01 2.4019990449e-01 2.8474644005e+00 4.4640052771e-01 1.3292256481e+00 3939 3953
1 0.5 0.7854 5.3022958284e-01 3.5348638856e-01 3.2007271572e-01 2.4019990449e-01 2.8303587137e+00 4.4640052771e-01 1.3325264071e+00 3939 3953
1 0.5 0.7854 5.3324473645e-01 3.5549649097e-01 3.2087323314e-01 2.4019990449e-01 2.8134058220e+00 4.4640052771e-01 1.3358591204e+00 3939 3953
1 0.5 0.7854 5.3627703575e-01 3.5751802383e-01 3.2168149718e-01 2.4019990449e-01 2.7966044134e+00 4.4640052771e-01 1.3392240845e+00 3939 3953
1 0.5 0.7854 5.3932657824e-01 3.5955105216e-01 3.2249757969e-01 2.4019990449e-01 2.7799531868e+00 4.4640052771e-01 1.3426215984e+00 3939 3953
1 0.5 0.7854 5.4239346196e-01 3.6159564131e-01 3.2332155315e-01 2.4019990449e-01 2.7634508521e+00 4.4640052771e-01 1.3460519638e+00 3939 3953
1 0.5 0.7854 5.4547778554e-01 3.6365185703e-01 3.2415349066e-01 2.4019990449e-01 2.7470961301e+00 4.4640052771e-01 1.3495154852e+00 3939 3953
1 0.5 0.7854 5.4857964815e-01 3.6571976543e-01 3.2499346598e-01 2.4019990449e-01 2.7308877522e+00 4.4640052771e-01 1.3530124696e+00 3939 3953
1 0.5 0.7854 5.5169914951e-01 3.6779943301e-01 3.2584155353e-01 2.4019990449e-01 2.7148244606e+00 4.4640052771e-01 1.3565432269e+00 3939 3953
1 0.5 0.7854 5.5483638994e-01 3.6989092663e-01 3.2669782836e-01 2.4019990449e-01 2.6989050080e+00 4.4640052771e-01 1.3601080694e+00 3939 3953
1 0.5 0.7854 5.5799147030e-01 3.7199431354e-01 3.2756236620e-01 2.4019990449e-01 2.6831281576e+00 4.4640052771e-01 1.3637073124e+00 3939 3953
1 0.5 0.7854 5.6116449205e-01 3.7410966137e-01 3.2843524345e-01 2.4019990449e-01 2.6674926831e+00 4.4640052771e-01 1.3673412741e+00 3939 3953
1 0.5 0.7854 5.6435555720e-01 3.7623703813e-01 3.2931653718e-01 2.4019990449e-01 2.6519973684e+00 4.4640052771e-01 1.3710102753e+00 3939 3953
1 0.5 0.7854 5.6756476836e-01 3.7837651224e-01 3.3020632512e-01 2.4019990449e-01 2.6366410075e+00 4.4640052771e-01 1.3747146395e+00 3939 3953
1 0.5 0.7854 5.7079222872e-01 3.8052815248e-01 3.3110468571e-01 2.4019990449e-01 2.6214224048e+00 4.4640052771e-01 1.3784546935e+00 3939 3953
1 0.5 0.7854 5.7403804206e-01 3.8269202804e-01 3.3201169808e-01 2.4019990449e-01 2.6063403746e+00 4.4640052771e-01 1.3822307664e+00 3939 3953
1 0.5 0.7854 5.7730231273e-01 3.8486820848e-01 3.3292744202e-01 2.4019990449e-01 2.5913937412e+00 4.4640052771e-01 1.3860431907e+00 3939 3953
1 0.5 0.7854 5.8058514569e-01 3.8705676379e-01 3.3385199807e-01 2.4019990449e-01 2.5765813388e+00 4.4640052771e-01 1.3898923015e+00 3939 3953
1 0.5 0.7854 5.8388664650e-01 3.8925776434e-01 3.3478544744e-01 2.4019990449e-01 2.5619020113e+00 4.4640052771e-01 1.3937784370e+00 3939 3953
1 0.5 0.7854 5.8720692132e-01 3.9147128088e-01 3.3572787208e-01 2.4019990449e-01 2.5473546125e+00 4.4640052771e-01 1.3977019383e+00 3939 3953
1 0.5 0.7854 5.9054607690e-01 3.9369738460e-01 3.3667935465e-01 2.4019990449e-01 2.5329380056e+00 4.4640052771e-01 1.4016631495e+00 3939 3953
